semantic_text,synonyms,flow_name,description,material_tags,unit,flow_type,category_path,cas_number,chemical_formula
"Flow: Benzene, 1-methoxy-4-(2-propenyl)- | Type: Elementary Flow | Category: Elementary flows > Emission to soil > forestry | Unit: kg | CAS Number: 000140-67-0 | Materials: other",,"Benzene, 1-methoxy-4-(2-propenyl)-",,other,kg,Elementary Flow,Elementary flows > Emission to soil > forestry,000140-67-0,
Flow: Chlorendic acid | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 000115-28-6 | Materials: other,,Chlorendic acid,,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,000115-28-6,
Flow: 2-Acetylaminofluorene | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 000053-96-3 | Materials: other,,2-Acetylaminofluorene,,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,000053-96-3,
"Flow: Nitrosamine, dipentyl- | Type: Elementary Flow | Category: Elementary flows > Emission to soil > forestry | Unit: kg | CAS Number: 013256-06-9 | Materials: other",,"Nitrosamine, dipentyl-",,other,kg,Elementary Flow,Elementary flows > Emission to soil > forestry,013256-06-9,
"Flow: Oxadiazole, 2-amino-5-(5-nitro-2-furyl)-1,3,4- | Type: Elementary Flow | Category: Elementary flows > Emission to soil > forestry | Unit: kg | CAS Number: 003775-55-1 | Materials: other",,"Oxadiazole, 2-amino-5-(5-nitro-2-furyl)-1,3,4-",,other,kg,Elementary Flow,Elementary flows > Emission to soil > forestry,003775-55-1,
Flow: N-Nitrosobis(2-hydroxypropyl)amine | Type: Elementary Flow | Category: Elementary flows > Emission to soil > industrial | Unit: kg | CAS Number: 053609-64-6 | Materials: other,,N-Nitrosobis(2-hydroxypropyl)amine,,other,kg,Elementary Flow,Elementary flows > Emission to soil > industrial,053609-64-6,
"Flow: Quinone, 1-amino-2-methylanthra- | Type: Elementary Flow | Category: Elementary flows > Emission to soil > forestry | Unit: kg | CAS Number: 000082-28-0 | Materials: other",,"Quinone, 1-amino-2-methylanthra-",,other,kg,Elementary Flow,Elementary flows > Emission to soil > forestry,000082-28-0,
Flow: Diethylene glycol | Type: Elementary Flow | Category: Elementary flows > Emission to soil > agricultural | Unit: kg | CAS Number: 000111-46-6 | Materials: other,,Diethylene glycol,,other,kg,Elementary Flow,Elementary flows > Emission to soil > agricultural,000111-46-6,
"Flow: Hydrazine, formyl- | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 000624-84-0 | Materials: other",,"Hydrazine, formyl-",,other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,000624-84-0,
"Flow: Diethylene glycol | Type: Elementary Flow | Category: Elementary flows > Emission to water > river, long-term | Unit: kg | CAS Number: 000111-46-6 | Chemical Formula: C4H10O3 | Materials: other",,Diethylene glycol,,other,kg,Elementary Flow,"Elementary flows > Emission to water > river, long-term",000111-46-6,C4H10O3
Flow: Ciprofibrate | Type: Elementary Flow | Category: Elementary flows > Emission to soil > agricultural | Unit: kg | CAS Number: 052214-84-3 | Materials: other,,Ciprofibrate,,other,kg,Elementary Flow,Elementary flows > Emission to soil > agricultural,052214-84-3,
Flow: Dibromomannitol | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | CAS Number: 000488-41-5 | Materials: other,,Dibromomannitol,,other,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,000488-41-5,
"Flow: Butene, 1,4-dichloro-2- (trans) | Type: Elementary Flow | Category: Elementary flows > Emission to water > river, long-term | Unit: kg | CAS Number: 000110-57-6 | Materials: other",,"Butene, 1,4-dichloro-2- (trans)",,other,kg,Elementary Flow,"Elementary flows > Emission to water > river, long-term",000110-57-6,
Flow: C.I. Direct black 38 | Type: Elementary Flow | Category: Elementary flows > Emission to soil > forestry | Unit: kg | CAS Number: 001937-37-7 | Materials: other,,C.I. Direct black 38,,other,kg,Elementary Flow,Elementary flows > Emission to soil > forestry,001937-37-7,
"Flow: Benzenamine, 2-methyl-5-nitro- | Type: Elementary Flow | Category: Elementary flows > Emission to soil > industrial | Unit: kg | CAS Number: 000099-55-8 | Materials: other",,"Benzenamine, 2-methyl-5-nitro-",,other,kg,Elementary Flow,Elementary flows > Emission to soil > industrial,000099-55-8,
"Flow: Acetophenetide, 3-nitro-p- | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 001777-84-0 | Materials: other",,"Acetophenetide, 3-nitro-p-",,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,001777-84-0,
"Flow: Toluene, 2,4-diamino-, dihydrochloride | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 000636-23-7 | Materials: other",,"Toluene, 2,4-diamino-, dihydrochloride",,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,000636-23-7,
"Flow: DDD | Type: Elementary Flow | Category: Elementary flows > Emission to water > river, long-term | Unit: kg | CAS Number: 000072-54-8 | Materials: other",,DDD,,other,kg,Elementary Flow,"Elementary flows > Emission to water > river, long-term",000072-54-8,
"Flow: 4,4'-Sulfonylbisacetanilide | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | CAS Number: 000077-46-3 | Materials: other",,"4,4'-Sulfonylbisacetanilide",,other,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,000077-46-3,
Flow: Dehydroepiandrosterone acetate | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 000853-23-6 | Materials: other,,Dehydroepiandrosterone acetate,,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,000853-23-6,
"Flow: Dibenzo[a,h]pyrene-7,14-dione | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 000128-66-5 | Materials: other",,"Dibenzo[a,h]pyrene-7,14-dione",,other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,000128-66-5,
Flow: ESTRADIOL | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | CAS Number: 000050-28-2 | Materials: other,,ESTRADIOL,,other,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,000050-28-2,
"Flow: 1,4-Bis(chloromethoxy)-p-xylene | Type: Elementary Flow | Category: Elementary flows > Emission to soil > agricultural | Unit: kg | CAS Number: 056894-91-8 | Materials: other",,"1,4-Bis(chloromethoxy)-p-xylene",,other,kg,Elementary Flow,Elementary flows > Emission to soil > agricultural,056894-91-8,
"Flow: Pyridine hydrochloride, 3-(chloromethyl)- | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 006959-48-4 | Materials: other",,"Pyridine hydrochloride, 3-(chloromethyl)-",,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,006959-48-4,
Flow: 3'-Amino-4'-ethoxyacetanilide | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 017026-81-2 | Materials: other,,3'-Amino-4'-ethoxyacetanilide,,other,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,017026-81-2,
Flow: Ethionamide | Type: Elementary Flow | Category: Elementary flows > Emission to soil > forestry | Unit: kg | CAS Number: 000536-33-4 | Materials: other,,Ethionamide,,other,kg,Elementary Flow,Elementary flows > Emission to soil > forestry,000536-33-4,
Flow: 3'-Amino-4'-ethoxyacetanilide | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 017026-81-2 | Materials: other,,3'-Amino-4'-ethoxyacetanilide,,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,017026-81-2,
Flow: 1'-Hydroxyestragole | Type: Elementary Flow | Category: Elementary flows > Emission to soil > industrial | Unit: kg | CAS Number: 051410-44-7 | Materials: other,,1'-Hydroxyestragole,,other,kg,Elementary Flow,Elementary flows > Emission to soil > industrial,051410-44-7,
Flow: Chlorendic acid | Type: Elementary Flow | Category: Elementary flows > Emission to water > lake | Unit: kg | CAS Number: 000115-28-6 | Materials: other,,Chlorendic acid,,other,kg,Elementary Flow,Elementary flows > Emission to water > lake,000115-28-6,
Flow: Arecoline hydrochloride | Type: Elementary Flow | Category: Elementary flows > Emission to soil > forestry | Unit: kg | CAS Number: 000061-94-9 | Materials: other,,Arecoline hydrochloride,,other,kg,Elementary Flow,Elementary flows > Emission to soil > forestry,000061-94-9,
"Flow: Toluidine hydrochloride, p- | Type: Elementary Flow | Category: Elementary flows > Emission to water > lake | Unit: kg | CAS Number: 000540-23-8 | Materials: other",,"Toluidine hydrochloride, p-",,other,kg,Elementary Flow,Elementary flows > Emission to water > lake,000540-23-8,
"Flow: Dioxin, 1,2,3,7,8,9-hexachlorodibenzo- | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 019408-74-3 | Materials: other",,"Dioxin, 1,2,3,7,8,9-hexachlorodibenzo-",,other,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,019408-74-3,
"Flow: Trimethylaniline hydrochloride, 2,4,6- | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 006334-11-8 | Materials: other",,"Trimethylaniline hydrochloride, 2,4,6-",,other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,006334-11-8,
"Flow: Naphthalenol, 1- (4-methyl-2-nitrophenyl)azo-2- | Type: Elementary Flow | Category: Elementary flows > Emission to soil > industrial | Unit: kg | CAS Number: 002425-85-6 | Materials: other",,"Naphthalenol, 1- (4-methyl-2-nitrophenyl)azo-2-",,other,kg,Elementary Flow,Elementary flows > Emission to soil > industrial,002425-85-6,
