process_name,lifecycle_stage,category_path,"Abiotic depletion (elem., econ. reserve)","Abiotic depletion (elem., reserve base)",Acidification (fate not incl.),Eutrophication (incl. fate),Freshwater aquatic ecotox. 100a,Freshwater aquatic ecotox. 20a,Freshwater aquatic ecotox. 500a,Freshwater sediment ecotox. 100a,Freshwater sediment ecotox. 20a,Freshwater sediment ecotox. 500a,Freshwater sediment ecotox. infinite,"Fw. aq. ecot.  (PAH, Xylene & NMVOC av.)",Global warming 100a (incl. NMVOC av.),Global warming 20a,Global warming 500a,"Human tox. (incl. PAH, Xylene & NMVOC av",Human toxicity 100a,Human toxicity 20a,Human toxicity 500a,Ionising radiation,Land competition,Lower limit of net global warming,Malodorous air,"Mar. aq. ecotox. (PAH, Xylene & NMVOC av",Marine aquatic ecotox. 100a,Marine aquatic ecotox. 20a,Marine aquatic ecotox. 500a,Marine sediment ecotox. 100a,Marine sediment ecotox. 20a,Marine sediment ecotox. 500a,Marine sediment ecotox. infinite,Ozone layer depletion (incl. NMVOC av.),Ozone layer depletion 10a,Ozone layer depletion 15a,Ozone layer depletion 20a,Ozone layer depletion 25a,Ozone layer depletion 30a,Ozone layer depletion 40a,Ozone layer depletion 5a,"Photochem. oxid. (MIR, very high NOx)",Photochem. oxid. (incl. NMVOC av.),Photochem. oxid. (incl. NOx & NMVOC av.),"Photochemical oxidation (EBIR, low NOx)","Photochemical oxidation (MOIR, high NOx)",Photochemical oxidation (low NOx),"Terr. ecotox. (PAH, Xylene & NMVOC av.)",Terrestrial ecotoxicity 100a,Terrestrial ecotoxicity 20a,Terrestrial ecotoxicity 500a,Upper limit of net global warming
"Porocalce plaster production, Production mix at plant - Southern Italy, Porocalce plaster - Milling and mixing of sand, perlite, expanded glass, calcium hydroxide, 1 kg, Plaster",Raw Materials,Materials production > Other mineral materials,5e-08,2e-08,0.0007326,0.00084807,0.01258503,0.01201078,0.0126984,0.02744928,0.02593194,0.02773061,0.02836716,0.01300071,0.62788192,0.68802894,0.0,0.03560753,0.01508919,0.01500448,0.0153713,0.0,0.03478488,0.613587,13553.38086197,39.8753232,0.04982233,0.00778336,0.26403782,0.05438268,0.01354295,0.2396908,22.21473147,1e-08,2e-08,2e-08,2e-08,2e-08,2e-08,1e-08,2e-08,2.052e-05,6.57e-05,6.57e-05,4.246e-05,3.423e-05,3.764e-05,0.00123951,0.00018865,8.816e-05,0.00055461,0.61421931
"Lignite mix, consumption mix, at consumer, technology mix",Product-as-a-Service,Energy carriers and technologies > Lignite based fuels,0.0,0.0,0.00016186,6.546e-05,1.775e-05,1.503e-05,2.065e-05,3.686e-05,3.208e-05,4.203e-05,4.6e-05,2.245e-05,0.03848886,0.07310938,0.0,0.00140186,0.00090263,0.00090163,0.00090497,0.0,8.808e-05,0.03367287,769.26503603,2.55936456,0.00022279,3.792e-05,0.00123386,0.00023146,5.758e-05,0.00104967,0.88782829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26e-06,1.286e-05,1.286e-05,7.01e-06,5.54e-06,5.71e-06,2.321e-05,2.51e-06,5.8e-07,9.06e-06,0.03371208
"Drinking water, production mix, at plant, water purification treatment, from groundwater",Raw Materials,Materials production > Water,0.0,0.0,1.4e-06,1.35e-06,1.98e-06,1.81e-06,2e-06,5.02e-06,4.57e-06,5.07e-06,5.21e-06,2.07e-06,0.00057952,0.00061208,0.0,2.682e-05,3.31e-06,2.77e-06,5.55e-06,0.0,0.0,0.00057573,2.49144171,0.0112185,8.28e-06,1.18e-06,4.522e-05,1.058e-05,2.4e-06,4.661e-05,0.0051963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,7e-08,7e-08,2e-08,1e-08,1e-08,1.2e-07,1e-08,0.0,5e-08,0.00057593
"Drinking water, production mix, at plant, water purification treatment, from surface water",Raw Materials,Materials production > Water,0.0,0.0,1.68e-06,1.46e-06,2.05e-06,1.87e-06,2.07e-06,5.16e-06,4.69e-06,5.22e-06,5.39e-06,2.15e-06,0.00062945,0.00066867,0.0,3.15e-05,4.36e-06,3.82e-06,6.62e-06,0.0,0.0,0.00062479,3.52281491,0.0192155,9.26e-06,1.37e-06,5.039e-05,1.173e-05,2.74e-06,5.153e-05,0.00799714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,9e-08,9e-08,2e-08,2e-08,2e-08,1.5e-07,2e-08,0.0,6e-08,0.00062506
"Process water, production mix, at plant, ion exchange, from groundwater",Raw Materials,Materials production > Water,0.0,0.0,1.903e-05,1.429e-05,1.353e-05,1.241e-05,1.386e-05,3.244e-05,2.967e-05,3.31e-05,3.431e-05,1.444e-05,0.00656385,0.00711408,0.0,0.00032572,4.637e-05,4.404e-05,5.591e-05,0.0,0.0,0.00649435,64.41911925,0.60770233,8.268e-05,1.372e-05,0.00044342,9.969e-05,2.615e-05,0.00042833,0.2148435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9e-07,1.19e-06,1.19e-06,3.9e-07,3.2e-07,3.6e-07,4.24e-06,5e-07,1.1e-07,1.84e-06,0.00650156
"Process water, production mix, at plant, ion exchange, from surface water",Raw Materials,Materials production > Water,0.0,0.0,1.903e-05,1.429e-05,1.353e-05,1.241e-05,1.386e-05,3.244e-05,2.967e-05,3.31e-05,3.431e-05,1.444e-05,0.00656385,0.00711408,0.0,0.00032572,4.637e-05,4.404e-05,5.591e-05,0.0,0.0,0.00649435,64.41911925,0.60770233,8.268e-05,1.372e-05,0.00044342,9.969e-05,2.615e-05,0.00042833,0.2148435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9e-07,1.19e-06,1.19e-06,3.9e-07,3.2e-07,3.6e-07,4.24e-06,5e-07,1.1e-07,1.84e-06,0.00650156
"De-ionised water, production mix, at plant, reverse osmosis, from groundwater",Raw Materials,Materials production > Water,0.0,0.0,2.597e-05,1.898e-05,1.963e-05,1.799e-05,2.006e-05,4.751e-05,4.342e-05,4.84e-05,5.014e-05,2.088e-05,0.00858237,0.00926235,0.0,0.00042398,6.215e-05,5.839e-05,7.765e-05,0.0,0.0,0.00849708,87.01656592,0.81336664,0.00011221,1.819e-05,0.00060383,0.00013579,3.471e-05,0.0005873,0.28791984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3e-07,1.57e-06,1.57e-06,4.7e-07,3.8e-07,4.2e-07,4.88e-06,5.7e-07,1.3e-07,2.12e-06,0.00850549
"De-ionised water, production mix, at plant, reverse osmosis, from surface water",Raw Materials,Materials production > Water,0.0,0.0,2.597e-05,1.898e-05,1.963e-05,1.799e-05,2.006e-05,4.751e-05,4.342e-05,4.84e-05,5.014e-05,2.088e-05,0.00858237,0.00926235,0.0,0.00042398,6.215e-05,5.839e-05,7.765e-05,0.0,0.0,0.00849708,87.01656592,0.81336664,0.00011221,1.819e-05,0.00060383,0.00013579,3.471e-05,0.0005873,0.28791984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3e-07,1.57e-06,1.57e-06,4.7e-07,3.8e-07,4.2e-07,4.88e-06,5.7e-07,1.3e-07,2.12e-06,0.00850549
"Polyamide 6.6 fibres (PA 6.6), production mix, at plant, from adipic acid and hexamethylene diamine (HMDA), PA 6.6 granulate without additives",Raw Materials,Materials production > Plastics,0.0,0.0,0.03809912,0.02731544,0.01379759,0.01269094,0.01433591,0.03129842,0.02864909,0.03241452,0.03423978,0.01528423,11.14493307,12.17065123,0.0,0.51333132,0.09817019,0.09745696,0.10082816,2e-08,0.0,11.08358977,170328.46649757,1013.12125663,0.22213912,0.04398423,1.13772221,0.27333331,0.08957297,1.08884564,371.65342104,7.4e-07,3e-07,3e-07,3e-07,2.9e-07,2.9e-07,2.9e-07,3e-07,0.0005566,0.00310991,0.00310991,0.00114975,0.00092186,0.00102775,0.00227415,0.00030899,0.00010058,0.00100397,11.09208933
"Polyacrylonitrile fibres (PAN), production mix, at plant, from acrylonitrile and methacrylate, PAN without additives",Raw Materials,Materials production > Plastics,0.0,0.0,0.02124283,0.01785155,0.00959614,0.00884975,0.00992512,0.02222086,0.02038545,0.02291871,0.02401475,0.01047082,5.75184336,6.4651923,0.0,0.27395641,0.05865275,0.05831903,0.05986367,1e-08,0.0,5.67521199,85342.92949519,496.05714435,0.12127869,0.02328569,0.62593301,0.14945731,0.04718859,0.60433044,184.01949246,3.6e-07,1.5e-07,1.5e-07,1.5e-07,1.5e-07,1.5e-07,1.5e-07,1.5e-07,0.00034642,0.00164112,0.00164112,0.0007374,0.00059126,0.00065764,0.00116729,0.00015787,5.013e-05,0.00051531,5.68012948
"Polypropylene fibres (PP), production mix, at plant, crude oil based, PP granulate without additives",Product-as-a-Service,Materials production > Plastics,0.0,0.0,0.00875616,0.00456877,0.00715958,0.00663319,0.00736982,0.01666811,0.01535137,0.01711931,0.01781804,0.00772115,2.38074731,2.85481133,0.0,0.15338653,0.03139356,0.03123582,0.03183148,0.0,0.0,2.31634708,45757.93879232,324.12073184,0.09253855,0.0178614,0.47569726,0.11448568,0.0365699,0.46044029,122.42215931,2e-07,8e-08,8e-08,8e-08,8e-08,8e-08,8e-08,8e-08,0.00022053,0.00090178,0.00090178,0.00048639,0.00038564,0.00043933,0.00069474,9.255e-05,2.815e-05,0.00030581,2.31880832
"Polyethylene terephthalate fibres (PET), production mix, at plant, via dimethyl terephthalate (DMT), PET granulate without additives",Raw Materials,Materials production > Plastics,0.0,0.0,0.01735918,0.00837586,0.00609896,0.00557696,0.00644801,0.01333896,0.01215492,0.01405789,0.01521115,0.00718154,4.51760257,5.14040114,0.0,0.38209826,0.05908522,0.05877783,0.0599344,1e-08,0.0,4.43378983,85115.1154866,738.16293428,0.11034673,0.02178444,0.56722186,0.13365917,0.04336216,0.53731903,262.20592732,6.3e-07,2e-07,1.9e-07,1.9e-07,1.9e-07,1.9e-07,1.9e-07,2e-07,0.00030036,0.00259501,0.00259501,0.00063159,0.00050625,0.00056343,0.0015212,0.00019902,5.951e-05,0.00066371,4.43813083
"Waste water treatment, at waste water treatment plant, chemical reduction/oxidation process, municipal waste water",End-of-Life,End-of-life treatment > Waste water treatment,-0.0,-0.0,-0.0,-0.0,0.0801729,0.07574727,0.0801729,0.19381687,0.18172635,0.19383787,0.19457079,0.08077756,-0.0,-0.0,-0.0,0.84093606,0.02238474,0.02138334,0.02613935,-0.0,-0.0,-0.0,-0.0,127.125772,0.26440396,0.03763384,1.4635425,0.32792144,0.07421033,1.4487977,116.3058,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.001953,2.079e-05,2.25e-06,0.00016926,-0.0
"Waste water treatment, at waste water treatment plant, industrial waste water according to the Directive 91/271/EEC concerning urban waste water treatment, slightly organic contaminated",End-of-Life,End-of-life treatment > Waste water treatment,0.0,0.0,8.691e-05,8.827e-05,0.00017306,0.00015841,0.00017437,0.00043932,0.00040026,0.00044255,0.0004526,0.000179,0.03660302,0.03826091,-0.0,0.00163405,0.00020644,0.00016905,0.0003635,0.0,-0.0,0.03642034,113.05375475,0.38607412,0.00067405,9.341e-05,0.00369265,0.00086722,0.00019244,0.00382875,0.24092234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-07,4.41e-06,4.41e-06,8.4e-07,6.7e-07,7e-07,4.76e-06,4.9e-07,1.2e-07,1.84e-06,0.03642661
"Waste water treatment, at waste water treatment plant, industrial waste water according to the Directive 91/271/EEC concerning urban waste water treatment, slightly organic and anorganic contaminated",End-of-Life,End-of-life treatment > Waste water treatment,0.0,0.0,8.691e-05,8.827e-05,0.00010588,9.679e-05,0.00010719,0.00026826,0.0002441,0.00027149,0.00028093,0.00011134,0.036603,0.0382609,-0.0,0.00162925,0.00020581,0.00016848,0.00036278,0.0,-0.0,0.03642032,113.05372184,0.350782,0.00045163,6.546e-05,0.00246285,0.00057703,0.00013263,0.00254254,0.20582162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-07,4.41e-06,4.41e-06,8.4e-07,6.7e-07,7e-07,4.63e-06,4.9e-07,1.2e-07,1.83e-06,0.03642659
"Waste water treatment, at waste water treatment plant, industrial waste water according to the Directive 91/271/EEC concerning urban waste water treatment, organic contaminated",End-of-Life,End-of-life treatment > Waste water treatment,0.0,0.0,0.00019743,0.00020126,0.0003316,0.0003034,0.00033458,0.0008414,0.00076629,0.00084875,0.00087108,0.00034468,0.08359699,0.08736723,-0.0,0.00371835,0.00046863,0.0003833,0.00082726,0.0,-0.0,0.08318195,252.69268834,0.79051333,0.00132729,0.00018656,0.00726097,0.00170443,0.00038244,0.00752017,0.49761436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1e-07,1.001e-05,1.001e-05,1.91e-06,1.52e-06,1.6e-06,1.064e-05,1.1e-06,2.8e-07,4.15e-06,0.08319607
"Benzene, production mix, at plant, technology mix, from pyrolysis gasoline, reformate and toluene dealkylation, liquid",Product-as-a-Service,Materials production > Organic chemicals,0.0,0.0,0.00401394,0.00257002,0.00433153,0.00401386,0.00446263,0.0100989,0.00927484,0.0103999,0.01090212,0.00470956,1.39659915,1.74475175,0.0,0.10839416,0.02283968,0.02280362,0.02293872,0.0,0.0,1.34898106,19534.95027283,69.94801755,0.07499597,0.0149227,0.38232662,0.09418864,0.03115318,0.37258512,35.67206432,4e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.00017563,0.0005039,0.0005039,0.0003938,0.0003109,0.00035602,0.0002452,3.521e-05,1.356e-05,0.00010638,1.3503296
"Rail transport, technology mix, diesel driven, cargo",Transport & Packaging,Transport services > Rail,0.0,0.0,0.00030578,0.00046724,1.102e-05,1.01e-05,1.161e-05,2.463e-05,2.229e-05,2.601e-05,2.852e-05,1.378e-05,0.02724347,0.02849459,0.0,0.00153085,0.00057001,0.0005698,0.00057069,0.0,0.0,0.02746436,86.02958195,0.3334562,0.00056973,0.00011968,0.00286521,0.00072088,0.0002534,0.00276909,0.20516671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79e-06,2.366e-05,2.366e-05,6.51e-06,5.09e-06,6.89e-06,1.19e-06,1.2e-07,3e-08,4.2e-07,0.02772107
"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00018446,0.00011776,4.672e-05,4.186e-05,5.001e-05,9.757e-05,8.753e-05,0.000102,0.000105,5.187e-05,0.1029845,0.10547346,0.0,0.00548774,0.00441324,0.00441179,0.00441807,0.0,1.271e-05,0.10281079,869.64269588,1.09008447,0.00311591,0.00051663,0.01669027,0.00408077,0.00107872,0.01714498,0.72366411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02e-06,1.275e-05,1.275e-05,5.26e-06,4.33e-06,4.43e-06,2.461e-05,1.49e-06,7.1e-07,3.98e-06,0.10286925
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,9e-08,4e-08,0.00149471,0.00101729,0.00080457,0.00075344,0.00082964,0.00174475,0.00164073,0.0017828,0.00181355,0.00084614,0.44152786,0.49981419,0.0,0.02036882,0.01121435,0.01120127,0.01124054,0.0,7.85e-05,0.43402002,19378.06422752,31.92237119,0.00436424,0.00071082,0.02357911,0.00450536,0.00112037,0.02013397,11.44485719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.073e-05,0.00010646,0.00010646,3.543e-05,3.069e-05,3.392e-05,0.00037977,4.166e-05,9.88e-06,0.00015178,0.43491541
"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00078718,0.00022203,6.719e-05,4.809e-05,9.037e-05,0.0001267,9.767e-05,0.00015683,0.0001685,9.664e-05,0.10453405,0.10722358,0.0,0.0195291,0.01837514,0.01837288,0.01837935,0.0,2.694e-05,0.10422148,963.51983297,5.41811093,0.00132041,0.00022903,0.00738753,0.00121283,0.00030833,0.00553495,1.98722694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9e-06,4.124e-05,4.124e-05,4.71e-06,3.95e-06,3.78e-06,9.454e-05,4.8e-06,1.52e-06,1.35e-05,0.10429302
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Product-as-a-Service,Energy carriers and technologies > Electricity,1e-08,0.0,0.00541194,0.00225782,0.00080969,0.00073575,0.00085957,0.00172475,0.00158828,0.00180543,0.00186523,0.00088815,0.83441091,0.89725022,0.0,0.02932425,0.01605818,0.01603559,0.01609872,0.0,5.863e-05,0.82683234,9808.20880261,40.49053691,0.00618478,0.00103217,0.03383941,0.00644997,0.00157598,0.02900903,14.5259493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.515e-05,0.00032317,0.00032317,5.381e-05,4.883e-05,5.429e-05,0.00056532,6.417e-05,1.558e-05,0.00023,0.82854459
"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00019515,0.00020318,5.982e-05,5.499e-05,6.024e-05,0.00013629,0.00012363,0.00013714,0.00013885,6.154e-05,0.10873356,0.11143,0.0,0.00133205,0.00056791,0.00056758,0.00056883,0.0,3.281e-05,0.10842105,951.64495824,0.6296819,0.00023047,3.209e-05,0.00127612,0.00029452,6.347e-05,0.00129495,0.23372854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85e-06,1.271e-05,1.271e-05,4.71e-06,3.93e-06,3.78e-06,5.33e-06,9.8e-07,6.2e-07,2.28e-06,0.10849009
"Oxygen, production mix, at plant, via cryogenic air separation, gaseous",Product-as-a-Service,Materials production > Inorganic chemicals,0.0,0.0,0.0010258,0.00031738,0.00024423,0.00022274,0.00025984,0.00051447,0.00047326,0.00054247,0.00058616,0.00027844,0.1485241,0.16294633,0.0,0.0088936,0.00214578,0.00213994,0.00215577,0.0,0.0,0.14658836,5316.02546028,56.18801661,0.00217464,0.00037694,0.01166126,0.00227678,0.00059626,0.01013722,18.89339576,4e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,5.07e-06,5.52e-05,5.52e-05,9.04e-06,7.63e-06,8e-06,0.00010534,1.332e-05,3.31e-06,4.67e-05,0.14677838
"Electricity Mix, consumption mix, at consumer, AC, 230V",Product-as-a-Service,Energy carriers and technologies > Electricity,1e-08,0.0,0.00016301,0.00011275,0.00090722,0.00087397,0.00091346,0.00199995,0.00191205,0.00201479,0.00206093,0.00093545,0.08559512,0.08938151,0.0,0.00493421,0.00064085,0.00063573,0.00065559,0.0,0.0,0.08480079,1089.71790564,5.9668275,0.00351381,0.00055439,0.0185102,0.00378214,0.00096777,0.01665699,2.72404479,1.7e-07,8e-08,8e-08,8e-08,8e-08,8e-08,8e-08,8e-08,1.45e-06,9.83e-06,9.83e-06,2.93e-06,2.37e-06,2.59e-06,1.69e-05,1.9e-06,4.9e-07,6.83e-06,0.08523487
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Product-as-a-Service,Energy carriers and technologies > Electricity,1e-08,1e-08,0.00191836,0.00113109,0.00104884,0.00097964,0.00108343,0.00228876,0.00214228,0.00234261,0.00237986,0.00110427,0.55006944,0.63283162,0.0,0.02786009,0.01226474,0.01224993,0.01229573,0.0,0.00018304,0.53957756,7537.03484059,121.33575822,0.0056181,0.00090911,0.03039865,0.00576369,0.00142206,0.02580071,41.09248598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.545e-05,0.00014486,0.00014486,6.942e-05,5.738e-05,6.22e-05,0.00038511,4.31e-05,1.057e-05,0.00015477,0.54086092
"Hard coal mix, consumption mix, at consumer, technology mix",Product-as-a-Service,Energy carriers and technologies > Hard coal based fuels,0.0,0.0,0.00146631,0.00151287,0.00041736,0.00038532,0.00042901,0.00103344,0.00095402,0.00105741,0.00109731,0.0004479,0.3365575,0.72538689,0.0,0.0067463,0.00372705,0.0037197,0.0037505,0.0,0.00164975,0.28248363,1990.90775997,12.83082586,0.00293225,0.00045002,0.01588376,0.0036653,0.00089767,0.01596131,4.62352405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.552e-05,0.00012767,0.00012767,7.926e-05,6.199e-05,6.524e-05,7.352e-05,8.12e-06,1.91e-06,2.954e-05,0.28296748
"Waste incineration of plastics (PE, PP, PS, PB), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,2e-08,1e-08,0.31679834,0.51517471,0.03236404,0.02957772,0.03427555,0.07175036,0.06550236,0.07566072,0.08209827,0.03786815,3225.51662609,3229.59069672,-0.0,3.21075557,1.19233139,1.18762142,1.1935628,7e-08,-0.0,3225.34886988,669925.22233157,4099.06240314,0.46759694,0.17291453,1.91759002,0.74550736,0.42270687,2.00301375,1414.39712173,3.29e-06,1.32e-06,1.31e-06,1.31e-06,1.31e-06,1.3e-06,1.3e-06,1.32e-06,0.00734095,0.02272237,0.02272237,0.01652735,0.01302656,0.01719184,0.00952901,0.00120383,0.00036325,0.00401862,3226.10168341
"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00018691,0.0001368,4.326e-05,3.958e-05,4.373e-05,9.75e-05,8.796e-05,9.845e-05,0.00010009,4.496e-05,0.10684855,0.10979198,0.0,0.00127616,0.00051381,0.00051353,0.00051462,0.0,3.141e-05,0.10664377,1018.52949153,0.41698423,0.00018615,2.656e-05,0.00102966,0.00023786,5.183e-05,0.00104468,0.15547356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19e-06,1.664e-05,1.664e-05,1.005e-05,8.12e-06,9.53e-06,5.59e-06,1.03e-06,6.4e-07,2.4e-06,0.1069949
"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,4.37e-05,5.905e-05,4.42e-06,4.2e-06,4.68e-06,5.14e-06,4.6e-06,5.73e-06,6.06e-06,4.83e-06,0.06945015,0.07298163,0.0,0.00034869,0.00032004,0.00031998,0.00032022,0.0,0.0,0.06903192,99.56524295,0.06159934,0.00010499,1.956e-05,0.00054757,0.00012912,3.819e-05,0.00053311,0.03723807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25e-06,4.19e-06,4.19e-06,4.31e-06,3.5e-06,3.8e-06,5.4e-07,3.6e-07,3.4e-07,4.2e-07,0.06904404
"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00024361,0.00020014,4.795e-05,4.45e-05,5.016e-05,9.662e-05,8.774e-05,0.00010176,0.00011111,5.47e-05,0.0940977,0.09892868,0.0,0.00276766,0.00061792,0.00061713,0.0006205,0.0,0.0,0.09354139,1285.45288475,1.24478998,0.0021199,0.00044611,0.01065799,0.00268203,0.00094299,0.01030142,0.7643775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14e-06,1.701e-05,1.701e-05,9.44e-06,7.69e-06,8.16e-06,4.79e-06,1.17e-06,8.2e-07,2.32e-06,0.09359394
"Steel hot rolled coil (ILCD), production mix, at plant, blast furnace route, 1kg, typical thickness between 2 - 7 mm. typical width between 600 - 2100 mm",Raw Materials,Materials production > Metals and semimetals,6.83e-06,3.33e-06,0.00513524,0.00302699,0.00118003,0.00109293,0.00123649,0.00274617,0.00253201,0.00287756,0.00316669,0.00137345,2.05270623,2.33506803,0.0,0.09188226,0.02324038,0.02319454,0.02332427,0.0,0.0,2.03589019,658901.58558461,277.34782951,0.01447872,0.00274611,0.07693841,0.01899003,0.00532708,0.07913528,92.53886864,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038577,0.00088364,0.00088364,0.00088928,0.00069714,0.0009474,0.00210327,0.00023136,4.9e-05,0.0008942,2.08136849
"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00018169,0.00013658,4.474e-05,4.112e-05,4.513e-05,9.94e-05,8.996e-05,0.00010019,0.0001017,4.631e-05,0.1080002,0.11077648,0.0,0.0012714,0.00050892,0.00050865,0.00050971,0.0,3.093e-05,0.10782039,1130.5568141,0.50776497,0.00018304,2.613e-05,0.00101024,0.00023344,5.103e-05,0.00102375,0.18540617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.37e-06,1.638e-05,1.638e-05,1.017e-05,8.25e-06,9.49e-06,5.11e-06,1.05e-06,7.1e-07,2.25e-06,0.10816806
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,1.4e-07,7e-08,0.00257356,4.6e-06,2.01e-06,1.69e-06,2.77e-06,4.61e-06,3.86e-06,6.45e-06,1.166e-05,4.84e-06,0.01733869,0.01750923,0.0,0.00011711,5.342e-05,5.324e-05,5.4e-05,0.0,1.186e-05,0.01731738,3184423.30614903,0.20336604,8.904e-05,1.67e-05,0.00046446,0.000104,2.819e-05,0.00046908,0.08087731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,4.1e-07,4.1e-07,2.1e-07,1.7e-07,2.1e-07,-7.4e-07,9e-08,2e-08,3.2e-07,0.01732581
"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00015539,6.729e-05,8.876e-05,7.93e-05,9.981e-05,0.00019292,0.00017089,0.00021679,0.00027065,0.00012628,0.10468486,0.11400939,0.0,0.01754189,0.00194547,0.00194443,0.00194779,0.0,0.0,0.10343934,1384.54110094,0.96406157,0.00150728,0.00026336,0.0080346,0.00178137,0.00046294,0.00793495,0.56741757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55e-06,1.64e-05,1.64e-05,1.564e-05,1.246e-05,1.447e-05,1.015e-05,1.75e-06,8.9e-07,4.31e-06,0.10347451
"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.0007784,0.00021797,6.536e-05,4.648e-05,8.841e-05,0.0001238,9.506e-05,0.00015375,0.00016535,9.465e-05,0.10549974,0.10841581,0.0,0.0193562,0.01828886,0.01828679,0.01829252,0.0,2.84e-05,0.10515809,972.36469732,5.10404274,0.000973,0.00017119,0.00553016,0.00075278,0.0001859,0.00360934,1.84266004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97e-06,4.094e-05,4.094e-05,4.95e-06,4.12e-06,3.99e-06,9.321e-05,4.66e-06,1.49e-06,1.303e-05,0.10522878
"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00011115,0.00012558,2.991e-05,2.647e-05,3.269e-05,6.488e-05,5.625e-05,7.125e-05,7.755e-05,3.537e-05,0.07345594,0.08343866,0.0,0.00076761,0.00060718,0.00060679,0.00060801,0.0,0.0,0.07210416,345.86122511,0.63984757,0.00018845,3.076e-05,0.0010507,0.00022614,5.514e-05,0.00102514,0.26356688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73e-06,1.027e-05,1.027e-05,9.33e-06,7.58e-06,7.27e-06,2.72e-06,8.9e-07,6.3e-07,1.61e-06,0.07214418
