process_name,lifecycle_stage,category_path,"Abiotic depletion (elem., econ. reserve)","Abiotic depletion (elem., reserve base)",Acidification (fate not incl.),Eutrophication (incl. fate),Freshwater aquatic ecotox. 100a,Freshwater aquatic ecotox. 20a,Freshwater aquatic ecotox. 500a,Freshwater sediment ecotox. 100a,Freshwater sediment ecotox. 20a,Freshwater sediment ecotox. 500a,Freshwater sediment ecotox. infinite,"Fw. aq. ecot.  (PAH, Xylene & NMVOC av.)",Global warming 100a (incl. NMVOC av.),Global warming 20a,Global warming 500a,"Human tox. (incl. PAH, Xylene & NMVOC av",Human toxicity 100a,Human toxicity 20a,Human toxicity 500a,Ionising radiation,Land competition,Lower limit of net global warming,Malodorous air,"Mar. aq. ecotox. (PAH, Xylene & NMVOC av",Marine aquatic ecotox. 100a,Marine aquatic ecotox. 20a,Marine aquatic ecotox. 500a,Marine sediment ecotox. 100a,Marine sediment ecotox. 20a,Marine sediment ecotox. 500a,Marine sediment ecotox. infinite,Ozone layer depletion (incl. NMVOC av.),Ozone layer depletion 10a,Ozone layer depletion 15a,Ozone layer depletion 20a,Ozone layer depletion 25a,Ozone layer depletion 30a,Ozone layer depletion 40a,Ozone layer depletion 5a,"Photochem. oxid. (MIR, very high NOx)",Photochem. oxid. (incl. NMVOC av.),Photochem. oxid. (incl. NOx & NMVOC av.),"Photochemical oxidation (EBIR, low NOx)","Photochemical oxidation (MOIR, high NOx)",Photochemical oxidation (low NOx),"Terr. ecotox. (PAH, Xylene & NMVOC av.)",Terrestrial ecotoxicity 100a,Terrestrial ecotoxicity 20a,Terrestrial ecotoxicity 500a,Upper limit of net global warming
"Compressed air, production mix, at plant, 10 bar, high efficiency, low power consumption",Raw Materials,Energy carriers and technologies > Mechanical energy,0.0,0.0,0.00047169,0.000146,0.00011235,0.00010246,0.00011953,0.00023666,0.0002177,0.00024953,0.00026963,0.00012808,0.06832054,0.07495471,0.0,0.00409101,0.00098703,0.00098435,0.00099163,0.0,0.0,0.06743011,2445.35214891,25.84628087,0.00100033,0.00017339,0.00536414,0.00104731,0.00027428,0.00466309,8.69089252,2e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,2.33e-06,2.539e-05,2.539e-05,4.16e-06,3.51e-06,3.68e-06,4.846e-05,6.13e-06,1.52e-06,2.148e-05,0.06751751
"Compressed air, production mix, at plant, 14 bar, high efficiency, low power consumption",Raw Materials,Energy carriers and technologies > Mechanical energy,0.0,0.0,0.00053321,0.00016504,0.000127,0.00011583,0.00013512,0.00026752,0.00024609,0.00028208,0.0003048,0.00014479,0.07723191,0.08473141,0.0,0.00462462,0.00111578,0.00111274,0.00112097,0.0,0.0,0.07622534,2764.31112486,29.2175349,0.0011308,0.00019601,0.00606381,0.00118392,0.00031005,0.00527131,9.8244872,2e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,2.64e-06,2.87e-05,2.87e-05,4.7e-06,3.97e-06,4.16e-06,5.478e-05,6.93e-06,1.72e-06,2.428e-05,0.07632414
"Compressed air, production mix, at plant, 7 bar, low efficiency, high power consumption",Raw Materials,Energy carriers and technologies > Mechanical energy,0.0,0.0,0.00059474,0.00018408,0.00014165,0.00012919,0.00015071,0.00029839,0.00027449,0.00031463,0.00033997,0.00016149,0.08614329,0.09450811,0.0,0.00515822,0.00124452,0.00124114,0.00125032,0.0,0.0,0.08502057,3083.2701008,32.58878892,0.00126128,0.00021862,0.00676348,0.00132052,0.00034583,0.00587954,10.95808187,2e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,2.94e-06,3.201e-05,3.201e-05,5.24e-06,4.42e-06,4.64e-06,6.11e-05,7.73e-06,1.92e-06,2.708e-05,0.08513078
"Compressed air, production mix, at plant, 10 bar, low efficiency, high power consumption",Raw Materials,Energy carriers and technologies > Mechanical energy,0.0,0.0,0.00063575,0.00019678,0.00015142,0.0001381,0.0001611,0.00031897,0.00029342,0.00033633,0.00036342,0.00017263,0.0920842,0.10102592,0.0,0.00551396,0.00133035,0.00132673,0.00133654,0.0,0.0,0.09088406,3295.9094181,34.83629161,0.00134826,0.0002337,0.00722992,0.00141159,0.00036968,0.00628503,11.71381166,2e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,3.15e-06,3.421e-05,3.421e-05,5.61e-06,4.73e-06,4.96e-06,6.531e-05,8.26e-06,2.05e-06,2.895e-05,0.09100186
"Compressed air, production mix, at plant, 14 bar, low efficiency, high power consumption",Raw Materials,Energy carriers and technologies > Mechanical energy,0.0,0.0,0.00069728,0.00021582,0.00016608,0.00015146,0.00017669,0.00034984,0.00032182,0.00036888,0.00039859,0.00018933,0.10099558,0.11080262,0.0,0.00604757,0.00145909,0.00145512,0.00146589,0.0,0.0,0.09967929,3614.86839404,38.20754563,0.00147874,0.00025632,0.00792959,0.0015482,0.00040545,0.00689326,12.84740633,2e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,3.45e-06,3.753e-05,3.753e-05,6.15e-06,5.19e-06,5.44e-06,7.163e-05,9.06e-06,2.25e-06,3.175e-05,0.0998085
"Waste incineration of wood products (OSB, particle board), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,2e-08,1e-08,0.81812148,1.31466007,0.03416219,0.03064926,0.03779874,0.07530844,0.06740486,0.08337065,0.09372365,0.04265671,40.24627894,44.65871614,-0.0,3.6673233,1.73749168,1.73444496,1.74074242,7e-08,-0.0,39.85561904,644037.71114254,4060.07666196,0.75026566,0.168186,3.89098796,1.05823767,0.36339344,4.02321785,1415.45462834,3.15e-06,1.39e-06,1.38e-06,1.38e-06,1.38e-06,1.37e-06,1.37e-06,1.4e-06,0.00401381,0.03854099,0.03854099,0.00881918,0.0069895,0.00872972,0.36862384,0.04149053,0.00887093,0.16022781,40.16802715
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Product-as-a-Service,Energy carriers and technologies > Electricity,1.3e-07,6e-08,0.00219188,0.00102169,0.00064152,0.00059391,0.00067363,0.00137144,0.00127066,0.00142744,0.00147451,0.00069637,0.50934417,0.56720523,0.0,0.02377587,0.01433617,0.01432574,0.01435982,0.0,0.00021126,0.5017529,18943.79385907,68.15349525,0.0042326,0.00069955,0.02298992,0.00449889,0.00109982,0.02022692,23.25848676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.228e-05,0.0001305,0.0001305,3.769e-05,3.201e-05,3.016e-05,0.00025858,2.947e-05,9.06e-06,9.921e-05,0.502255
"Waste incineration of biodegradable waste fraction in municipal solid waste (MSW), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,1e-08,1e-08,0.57390567,0.81049589,0.04041844,0.03699348,0.04394618,0.08303673,0.07527758,0.09092697,0.10805013,0.05107866,49.74472637,56.42992636,-0.0,4.70946351,1.28343673,1.28168316,1.28571106,8e-08,-0.0,48.93314625,656834.61322997,42331.57371251,0.46411958,0.10719825,2.33380578,0.57104727,0.21844735,2.11693757,14007.29850337,3.34e-06,1.55e-06,1.54e-06,1.54e-06,1.54e-06,1.53e-06,1.53e-06,1.55e-06,0.00262408,0.02655775,0.02655775,0.00560742,0.00446686,0.0051894,0.0698614,0.00765002,0.00172572,0.02901827,49.05701339
"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,0.0,0.0,0.00146044,0.00127821,0.00019144,0.00015692,0.00021873,0.00040286,0.00034272,0.00044991,0.00051845,0.00025167,0.76218558,0.83555909,0.0,0.02637059,0.00462622,0.00461426,0.00464607,0.0,0.0,0.75267845,2293.23097132,51.31723163,0.00480002,0.00099052,0.02475413,0.00558725,0.00188393,0.02232754,17.66623149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.504e-05,8.904e-05,8.904e-05,2.9e-05,2.371e-05,2.58e-05,0.0001749,2.253e-05,5.85e-06,7.715e-05,0.75299849
"Natural Gas, consumption mix, at consumer, from onshore and offshore production incl. pipeline and LNG transport, desulphurised",Transport & Packaging,Energy carriers and technologies > Natural gas based fuels,0.0,0.0,0.00144745,0.00088912,0.00071435,0.00061522,0.00079735,0.00178271,0.00153248,0.00197426,0.00213089,0.00086677,0.49791856,0.86740802,0.0,0.00668115,0.00221762,0.00220609,0.00224248,0.0,0.0,0.44675846,22890.4210965,4.33434108,0.00675408,0.00109429,0.03733173,0.00825656,0.00206766,0.03687437,3.20438058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012996,0.00025733,0.00025733,0.00030838,0.00024079,0.00026643,3.297e-05,6.22e-06,1.45e-06,1.81e-05,0.44769712
"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00017396,0.00019152,3.55e-05,3.11e-05,3.907e-05,7.627e-05,6.575e-05,8.419e-05,9.152e-05,4.219e-05,0.07427741,0.08704307,0.0,0.00126822,0.00073502,0.0007344,0.00073619,0.0,0.0,0.07257172,383.57678209,5.04578067,0.00019965,3.236e-05,0.00112661,0.00022547,5.33e-05,0.00104401,1.72275466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15e-06,1.479e-05,1.479e-05,1.241e-05,1.004e-05,9.69e-06,5.96e-06,1.38e-06,8e-07,3.14e-06,0.0726348
"Corrugated board boxes, production mix, at plant, technology mix, 16,6 % primary fibre, 83,4 % recycled fibre",Raw Materials,Systems > Packaging,0.0,0.0,3.35483526,2.93621983,1.72199844,1.52312158,1.93724439,4.12779175,3.61603314,4.66375867,5.98866403,2.47697045,1159.19598265,1249.02357655,0.0,20.83783329,7.25111156,7.23714749,7.27361069,1e-06,0.0,1148.40626369,180864104.36096495,88092.35791013,7.5241937,1.16820292,42.89435639,9.54505222,2.30584119,43.23226916,30181.54901901,9.137e-05,5.512e-05,5.539e-05,5.535e-05,5.567e-05,5.598e-05,5.625e-05,5.485e-05,0.05010249,0.26978238,0.26978238,0.11027952,0.08689622,0.10037878,0.56997396,0.0637356,0.01383806,0.24461846,1150.4711459
"Waste incineration of plastics (Nylon 6 GF 30, Nylon 66 GF 30), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,3e-08,1e-08,3.39696786,5.71498855,0.059358,0.05306111,0.06614031,0.13459768,0.11994453,0.14998257,0.18339767,0.08042693,1613.79327047,1626.57740995,-0.0,8.88332055,6.29823145,6.29444245,6.30328657,1.1e-07,-0.0,1612.50306851,810813.4264548,4904.0589703,0.60742437,0.15634079,2.96942761,0.82474703,0.34746312,2.91322342,1728.38735645,4.51e-06,1.98e-06,1.97e-06,1.97e-06,1.97e-06,1.96e-06,1.95e-06,1.99e-06,0.00641131,0.14539601,0.14539601,0.01421406,0.01124484,0.01352494,0.02748386,0.00257277,0.00069919,0.0090045,1612.90816261
"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00012901,0.00010776,2.773e-05,2.534e-05,2.984e-05,5.681e-05,5.079e-05,6.175e-05,7.139e-05,3.399e-05,0.09260037,0.09567676,0.0,0.00134855,0.00045112,0.00045043,0.00045344,0.0,0.0,0.09219742,845.31100125,1.01938244,0.00194042,0.00040707,0.00976681,0.00244691,0.00085542,0.00943176,0.65515445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26e-06,9.56e-06,9.56e-06,5.88e-06,4.81e-06,5.01e-06,4.81e-06,9.5e-07,5.9e-07,2.18e-06,0.09223513
"Particle board, production mix, at plant, P5 (V100), 7,8% water content",Raw Materials,Systems > Construction,1.6e-07,8e-08,1.46369435,1.27589024,0.71697915,0.67617892,0.74448252,1.22047773,1.12152677,1.28225431,1.41109597,0.80913813,633.39515966,677.01141942,0.0,35.48057263,7.82647949,7.80136298,7.91711734,5.4e-07,0.0,628.052124,5007074.32026733,35535.5444022,6.85442283,1.38497936,35.10491438,8.40208366,2.6834637,34.17013267,12812.7357703,2.787e-05,1.038e-05,1.033e-05,1.031e-05,1.029e-05,1.026e-05,1.022e-05,1.043e-05,0.08038577,0.15830719,0.15830719,0.06511185,0.07496952,0.05776682,0.11627571,0.03710361,0.02911572,0.06431309,629.05301421
"Mining Truck, technology mix, 220 t payload, 1.700 kW",Transport & Packaging,Transport services > Other transport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,3.742e-05,5.814e-05,2.24e-06,2.18e-06,2.31e-06,1.81e-06,1.66e-06,1.97e-06,2.05e-06,2.35e-06,0.06607873,0.06683911,0.0,0.00024409,0.00023114,0.00023112,0.00023124,0.0,0.0,0.06601722,24.34617172,0.02894514,5.588e-05,1.096e-05,0.000287,6.701e-05,2.096e-05,0.00027182,0.01905517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08e-06,2.59e-06,2.59e-06,1.85e-06,1.55e-06,1.53e-06,3e-07,2.3e-07,2.2e-07,2.5e-07,0.06603679
"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00087763,0.00027748,8.775e-05,6.698e-05,0.0001348,0.0001864,0.0001428,0.00029244,0.00057648,0.00024802,0.09909737,0.10440973,0.0,0.01406993,0.00979695,0.00979533,0.00980033,0.0,0.0,0.09841819,1145.51235684,4.18145518,0.00535391,0.00103575,0.027765,0.00610968,0.00175848,0.02713663,2.26467185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8e-06,4.697e-05,4.697e-05,9.27e-06,7.48e-06,8.3e-06,3.965e-05,4.47e-06,1.43e-06,1.436e-05,0.09847513
"Electricity Mix, consumption mix, at consumer, AC, 220V",Product-as-a-Service,Energy carriers and technologies > Electricity,0.0,0.0,0.00627594,0.00169285,0.00099892,0.00087805,0.00107969,0.00225665,0.00197655,0.00242188,0.00273042,0.00120668,0.59149514,0.66566322,0.0,0.03801305,0.01313158,0.01311472,0.01316143,0.0,0.0,0.5815266,3221.27677957,264.08246563,0.00883985,0.00147587,0.04874712,0.00998257,0.00236469,0.04527542,88.36443015,7e-08,3e-08,3e-08,3e-08,3e-08,3e-08,3e-08,3e-08,3.405e-05,0.00033837,0.00033837,6.419e-05,5.304e-05,5.374e-05,0.00042611,5.365e-05,1.446e-05,0.00018751,0.58245906
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Product-as-a-Service,Energy carriers and technologies > Electricity,4e-08,2e-08,0.00137424,0.0007873,0.00030726,0.0002826,0.00031872,0.0006565,0.00060494,0.00067366,0.00068908,0.00032748,0.56119516,0.64074451,0.0,0.01435104,0.00955284,0.00954715,0.0095643,0.0,0.00016669,0.55048332,231978.96442386,23.02896417,0.00211295,0.00034311,0.011483,0.00236547,0.00058832,0.01037912,7.92580684,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.257e-05,0.00010179,0.00010179,6.965e-05,5.559e-05,6.028e-05,0.00013571,1.476e-05,4.73e-06,4.89e-05,0.55096493
"Polybutadiene granulate (PB), production mix, at plant",Raw Materials,Materials production > Plastics,0.0,0.0,0.01891957,0.00919898,0.00023598,0.00023511,0.0002362,0.00011444,0.00011213,0.00011499,0.00011607,0.00044609,3.97477567,4.83410786,0.0,0.13163875,0.0123575,0.0123574,0.01235838,0.0,0.0,3.85775817,15.83426657,215.98857096,0.00034894,6.519e-05,0.00179196,0.00021069,5.874e-05,0.00091244,71.115026,2.1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012949,0.0024298,0.0024298,0.00028488,0.00022349,0.00025402,4.473e-05,2.32e-06,5e-07,8.96e-06,3.86465745
"Ethene (Ethylene), production mix, at plant, from steam cracking, gaseous",Product-as-a-Service,Materials production > Organic chemicals,0.0,0.0,0.0040396,0.00256557,0.00573015,0.00532387,0.00586513,0.0135294,0.01246819,0.01383795,0.01432166,0.00610636,1.39111064,1.79306625,0.0,0.09408806,0.02059292,0.0205543,0.02069588,0.0,0.0,1.33592928,22482.75509618,76.40592912,0.07819403,0.01525142,0.40014622,0.09824916,0.03187051,0.39146784,38.30942861,4e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.00019295,0.00054209,0.00054209,0.00043506,0.00034315,0.00038972,0.00023344,3.432e-05,1.332e-05,0.00010236,1.3372851
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,2e-08,1e-08,0.00081422,0.00066693,0.00057185,0.00053754,0.00058542,0.00124058,0.00116606,0.00126248,0.00128442,0.00059717,0.51299209,0.54917007,0.0,0.01352894,0.00606703,0.00605856,0.00608461,0.0,0.00018166,0.50862726,55113.59057948,43.84850408,0.00327763,0.00053019,0.01765394,0.00358637,0.00089388,0.01580853,15.02961562,2e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.599e-05,5.785e-05,5.785e-05,2.885e-05,2.413e-05,2.484e-05,0.00025576,2.987e-05,7.9e-06,0.0001068,0.50913069
"Polyethylene low density granulate (PE-LD), production mix, at plant",Raw Materials,Materials production > Plastics,0.0,0.0,0.00774291,0.00454415,0.00101251,0.00093332,0.00101304,0.00177401,0.0015644,0.0017754,0.00178344,0.00112517,2.18483066,3.05734264,0.0,0.06584658,0.00593161,0.00593124,0.00593288,0.0,0.0,2.06524862,19.0668561,105.06355857,0.00230432,0.00026042,0.01338987,0.00310112,0.00054298,0.01366765,34.68238733,1.1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011297,0.00121524,0.00121524,0.00025295,0.0001978,0.00022489,0.00011107,1.104e-05,2.34e-06,4.285e-05,2.07071403
"Process steam from natural gas 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,4.636e-05,7.475e-05,4.27e-06,4.25e-06,4.29e-06,2.5e-06,2.47e-06,2.56e-06,2.68e-06,4.35e-06,0.07020248,0.07103605,0.0,0.00045614,0.00044217,0.00044213,0.00044229,0.0,4.44e-06,0.07018084,30.43449718,0.01597826,6.518e-05,1.137e-05,0.00035011,8.975e-05,2.405e-05,0.00037144,0.01153225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98e-06,3.76e-06,3.76e-06,3.15e-06,2.68e-06,2.43e-06,7.1e-07,5e-07,4.8e-07,5.6e-07,0.07022111
"Waste incineration of plastics (unspecified) fraction in municipal solid waste (MSW), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,-6e-08,-3e-08,0.50813438,0.79564009,0.03500199,0.02913787,0.04414203,0.06785534,0.05633104,0.08564031,0.10242738,0.04846466,2278.5149011,2286.67714037,-0.0,-2.46677137,2.81216677,2.77037774,2.9672189,6e-08,-0.0,2277.70064857,-585120.86978208,43849.0050214,0.66626402,0.18776449,3.29443029,0.85011754,0.38905297,2.86592925,14541.83052427,3.11e-06,1.36e-06,1.35e-06,1.35e-06,1.35e-06,1.35e-06,1.35e-06,1.36e-06,0.00353151,0.02263803,0.02263803,0.00786426,0.00620047,0.00761016,0.11846735,0.01350773,0.00296994,0.05043499,2277.94935573
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Product-as-a-Service,Energy carriers and technologies > Electricity,1e-08,1e-08,0.00061038,0.00049795,0.00108533,0.00104248,0.00109265,0.00238329,0.00227743,0.00239427,0.0024117,0.0011045,0.27262653,0.29257442,0.0,0.01158085,0.00445123,0.00444417,0.00446956,0.0,0.00012252,0.27027763,20027.82566001,34.04724058,0.00455912,0.00071665,0.02411592,0.00488741,0.00123421,0.02155663,12.1486662,1.1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.219e-05,4.542e-05,4.542e-05,2.159e-05,1.816e-05,1.92e-05,0.00011461,1.364e-05,4.13e-06,4.678e-05,0.27066992
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,3e-08,1e-08,0.00299285,0.00106201,0.00111029,0.0010003,0.00121983,0.00235169,0.00215536,0.00252255,0.00260245,0.00126136,0.44034915,0.49464785,0.0,0.0321857,0.02019385,0.02017056,0.02024168,0.0,0.00011594,0.43332898,4187.39847119,40.33841709,0.0086519,0.00146816,0.04749873,0.0081981,0.00205315,0.03767353,15.26556433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03e-05,0.00017912,0.00017912,3.342e-05,2.94e-05,3.175e-05,0.00032417,3.731e-05,9.3e-06,0.00012147,0.43412409
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Product-as-a-Service,Energy carriers and technologies > Electricity,0.0,0.0,0.00983707,0.00408348,0.00069978,0.00063188,0.00074203,0.0014695,0.00132579,0.00152645,0.00156535,0.00076711,1.27883324,1.34237865,0.0,0.07176339,0.05949359,0.0594794,0.05953739,0.0,0.00018989,1.27068731,11355.43330157,10.48977956,0.02623468,0.00433513,0.14087081,0.03396267,0.00892047,0.14323363,6.64394481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.38e-05,0.0005378,0.0005378,0.00010985,8.778e-05,0.00010179,0.00030966,1.769e-05,7.7e-06,4.952e-05,1.27147887
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Product-as-a-Service,Energy carriers and technologies > Electricity,1e-08,0.0,0.00110077,0.00080768,0.00066402,0.00061811,0.00068532,0.00144615,0.00135124,0.00148031,0.00151119,0.00070128,0.63039743,0.68099917,0.0,0.01887895,0.00799497,0.00798245,0.00801946,0.0,0.00025456,0.62429306,75834.21701237,66.21867427,0.00418469,0.00068195,0.02265055,0.00453054,0.00112497,0.02003107,22.55589568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.669e-05,7.386e-05,7.386e-05,3.081e-05,2.575e-05,2.744e-05,0.00039167,4.439e-05,1.061e-05,0.0001625,0.62488123
"Electricity Mix, consumption mix, at consumer, AC, 230V",Product-as-a-Service,Energy carriers and technologies > Electricity,0.0,0.0,0.00120077,0.00078132,0.00086047,0.00080138,0.00088742,0.00188898,0.00176271,0.00193478,0.00198338,0.00091138,0.7145032,0.77602448,0.0,0.01530338,0.002511,0.00249653,0.0025378,0.0,0.0,0.70647506,1213.74556852,61.15768221,0.00509644,0.00083815,0.02751663,0.00548366,0.0013804,0.02425695,21.08485195,1.3e-07,6e-08,6e-08,6e-08,6e-08,6e-08,6e-08,6e-08,1.24e-05,7.647e-05,7.647e-05,2.195e-05,1.866e-05,1.885e-05,0.00038374,4.589e-05,1.053e-05,0.00016856,0.70695828
"Process steam from natural gas 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,5.66e-05,7.786e-05,8.25e-06,7.95e-06,8.33e-06,1.057e-05,9.8e-06,1.075e-05,1.104e-05,8.57e-06,0.07179636,0.07500024,0.0,0.00062928,0.00054797,0.00054791,0.00054817,0.0,8.4e-06,0.07139019,892.55981003,0.04976333,7.425e-05,1.266e-05,0.00039764,9.892e-05,2.579e-05,0.00041484,0.02291759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4e-06,6.61e-06,6.61e-06,6.22e-06,5.12e-06,5.19e-06,1.1e-06,6.2e-07,5.8e-07,7.6e-07,0.07144912
"Electricity Mix, consumption mix, at consumer, AC, 230V",Product-as-a-Service,Energy carriers and technologies > Electricity,0.0,0.0,0.00143162,0.0009317,0.0009108,0.00083859,0.00095641,0.00203681,0.00186795,0.00212853,0.00227348,0.00101861,0.51996988,0.57282361,0.0,0.01556016,0.00580712,0.00579574,0.00583051,0.0,0.0,0.51333756,1774.17919492,61.45157822,0.00631464,0.00105565,0.03419108,0.00702415,0.00175078,0.03146179,21.41071766,1.2e-07,6e-08,6e-08,6e-08,6e-08,6e-08,6e-08,6e-08,2.695e-05,0.00011055,0.00011055,5.329e-05,4.374e-05,5.051e-05,0.00012428,1.67e-05,4.73e-06,5.521e-05,0.51511943
"Electricity Mix, consumption mix, at consumer, AC, 220V",Product-as-a-Service,Energy carriers and technologies > Electricity,0.0,0.0,0.00457447,0.00190638,0.00042635,0.00030403,0.00054803,0.0006493,0.00046993,0.00085208,0.00107985,0.0006423,0.874932,0.92312294,0.0,0.07128506,0.01495654,0.01491288,0.01502079,0.0,0.0,0.86909842,1563.32109395,572.79746578,0.01389641,0.0028263,0.07265722,0.01457114,0.0048039,0.06010426,191.05441424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.011e-05,0.0002488,0.0002488,4.834e-05,4.168e-05,4.04e-05,0.00033512,5.294e-05,1.632e-05,0.00015744,0.86995492
"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,0.0,0.0,0.01240392,0.00198906,0.00072075,0.000625,0.00088678,0.00151877,0.00129775,0.00190154,0.00291772,0.00129504,0.98086072,1.02935425,0.0,0.05711419,0.03679238,0.03678205,0.03681952,0.0,0.0,0.97527457,13276.944399,12.54415554,0.02778747,0.00503318,0.1460749,0.03301064,0.0089755,0.14518597,8.54756372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.002e-05,0.00064636,0.00064636,9.12e-05,7.44e-05,7.825e-05,0.00015985,2.21e-05,1.051e-05,6.089e-05,0.97580122
"Kaolin coarse filler , at plant, Production",Raw Materials,Materials production > Other mineral materials,0.0,0.0,0.00013804,0.00022044,0.00095889,0.00091907,0.0009833,0.00165433,0.00156121,0.00169921,0.00177548,0.0010191,0.09334943,0.10304966,0.0,0.01727898,0.00586945,0.00585833,0.0058923,0.0,0.0,0.00500941,1661.22179738,16.45784507,0.00403951,0.00074944,0.02140307,0.00474546,0.00133816,0.02021917,6.11224014,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,4.916e-05,4.083e-05,4.083e-05,7.247e-05,6.193e-05,4.266e-05,0.00028523,2.694e-05,6.23e-06,0.00010044,0.00603812
"Nitrogen, production mix, at plant, via cryogenic air separation, gaseous",Product-as-a-Service,Materials production > Inorganic chemicals,0.0,0.0,0.00061548,0.00019043,0.00014654,0.00013365,0.00015591,0.00030868,0.00028396,0.00032548,0.0003517,0.00016706,0.08911446,0.0977678,0.0,0.00533616,0.00128747,0.00128397,0.00129346,0.0,0.0,0.08795302,3189.61527617,33.71280997,0.00130478,0.00022616,0.00699676,0.00136607,0.00035776,0.00608233,11.33603745,2e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,3.04e-06,3.312e-05,3.312e-05,5.43e-06,4.58e-06,4.8e-06,6.321e-05,7.99e-06,1.99e-06,2.802e-05,0.08806703
